Cust. ID,Name,3-year Spend,"$2,024 ","$2,023 ","$2,022 ",Customer,Name.1,Address,City,State/Prov,Postal Code,Country,Sales Rep,Territory,Phone,Fax,E-Mail Address,Latitude,Longitude,Corrected_Address,prodcode
ASG001,"ASG, DIVISION OF JERGENS, INC","$5,432.00 ",$0.00 ,"$3,492.00 ","$1,940.00 ",6,"ASG, DIVISION OF JERGENS, INC",15700 S WATERLOO RD,CLEVELAND,OH,44110,USA,Jlundy,TR04,216-486-6163,216-481-4519,PURCHASING@ASG-JERGENS.COM,41.5680005,-81.5706163,"15700 S Waterloo Rd, Cleveland, OH 44110, USA",INJ
FRA002,FRANCIS MEDICAL,"$5,291.00 ","$2,886.00 ","$2,405.00 ",$0.00 ,1996,FRANCIS MEDICAL,7351 Kirkwood Lane N,Maple Grove,MN,55369,USA,sslack,TR01,,,accounting@francismedical.com,45.0885072,-93.4355183,"7351 Kirkwood Ln N, Maple Grove, MN 55369, USA",TP
MYA001,MYANT INC,"$4,663.25 ",$0.00 ,$0.00 ,"$4,663.25 ",1324,MYANT INC,200 Ronson Drive,Etobicoke,ONTARIO,M9W1B6,Canada,Jlundy,TR04,416-696-2818,416-423-0921,AP@MYANT.CA,43.69399809999999,-79.56955,"200 Ronson Dr, Etobicoke, ON M9W 5Z9, Canada",TP
ECI101,E-Circuit Motors,"$4,560.78 ",$0.00 ,"$2,076.78 ","$2,484.00 ",391,E-Circuit Motors,10 Charles St,Needham,MA,2494,USA,Jlundy,TR04,978-436-1993,,VDavis@pcbstator.com,42.3067667,-71.2229881,"10 Charles St, Needham, MA 02494, USA",TP
HIS001,STONERIDGE,"$4,100.00 ",$0.00 ,$0.00 ,"$4,100.00 ",93,STONERIDGE,"CONTROL DEVICES, LEXINGTON DIVISION",LEXINGTON,OH,44904-9215,USA,Jlundy,TR04,419-884-1219,419-884-4196,MISSY.SMITH@STONERIDGE.COM/APLEX@STONERIDGE.COM,40.67291,-82.5868452,"103 Clever Ln, Lexington, OH 44904, USA",TP
LIT113,LITTELFUSE FAR EAST PTE LTD 82,"$3,950.00 ",$0.00 ,$0.00 ,"$3,950.00 ",286,LITTELFUSE FAR EAST PTE LTD 82,41 Science Park Road #03-17 The Gemini,,,117610,Singapore,Dlindstr,IH,773-628-1000,,ACCOUNTSPAYABLEUS@LITTELFUSE.COM,1.288695,103.782857,"41 Science Park Rd, #03-17 The Gemini, Singapore 117610",TP
SCA001,SCALE AUTO DISTRIBUTING,"$3,697.84 ",$0.00 ,"$2,176.24 ","$1,521.60 ",188,SCALE AUTO DISTRIBUTING,20411 12TH ST E.,LAKE TAPPS,WA,98391-6228,USA,Mac Kern,TR10,253-862-2778,,GBEEDLE@NWLINK.COM,47.247972,-122.157271,"20411 12th St E, Lake Tapps, WA 98391, USA",B10
GRO001,GROSCHOPP,"$3,135.03 ",$0.00 ,"$1,685.03 ","$1,450.00 ",84,GROSCHOPP,420 15TH  STREET NE,SIOUX CENTER,IA,51250,USA,sslack,TR01,712-722-4135,712-722-1445,AP@Groschopp.com,43.0943991,-96.1723834,"420 15th St NE, Sioux Center, IA 51250, USA",INJ
STA215,STAR MANUFACTURING INT. INC.,"$3,124.00 ",$960.00 ,$504.00 ,"$1,660.00 ",276,STAR MANUFACTURING INT. INC.,265 HOBSON STREET,SMITHVILLE,TN,37166,USA,Jlundy,TR04,314-781-2777,314-781-5445,APINVOICES@STARHOLDINGSGRP.COM,35.9875921,-85.8080699,"265 Hobson St, Smithville, TN 37166, USA",TP
KOH002,REHLKO,"$2,971.20 ",$450.00 ,$0.00 ,"$2,521.20 ",1850,REHLKO,N7650 County Rd LS,Sheboygan,WI,53083,USA,sslack,TR01,,,,43.8179538,-87.7433274,"N7650 County Rd LS, Sheboygan, WI 53083, USA",TP
FRA198,FRANKLIN ELECTRIC LATIN AMERICA BV,"$2,880.00 ",$0.00 ,$0.00 ,"$2,880.00 ",1250,FRANKLIN ELECTRIC LATIN AMERICA BV,DUTCH FILE NUMBER 52227936,FT. WAYNE,IN,46809,USA,Jlundy,TR04,011 52 821-214-0300,011 52 821-212-8971,FEAP@FELE.COM,41.0005907,-85.2101269,"Fort Wayne, IN 46809, USA",TP
JLM104,JL MARINE SYSTEMS INC,"$2,829.25 ",$471.25 ,$920.00 ,"$1,438.00 ",1446,JL MARINE SYSTEMS INC,9010 PALM RIVER RD,TAMPA,FL,33619,USA,Jlundy,TR04,813-376-6895,,hcoulter@power-pole.com,27.9412508,-82.3558627,"9010 Palm River Rd, Tampa, FL 33619, USA",TP
CHA002,CHARLES RIVER LABORATORIES,"$2,813.00 ",$725.00 ,$696.00 ,"$1,392.00 ",1737,CHARLES RIVER LABORATORIES,Accounts Payable,Willimington,MA,01887-1096,USA,Jlundy,TR04,,,AP_US_INVOICES@crl.com,42.5682996,-71.1567344,"Wilmington, MA 01887, USA",TP
DYN002,"DYNEX TECHNOLOGIES, INC","$2,662.00 ",$726.00 ,$726.00 ,"$1,210.00 ",57,"DYNEX TECHNOLOGIES, INC",14340 SULLYFIELD CIRCLE,CHANTILLY,VA,20151,USA,Jlundy,TR04,703-803-1271,703-631-7833,ACCOUNTSPAYABLE@DYNEX.COM,38.8905863,-77.4406789,"14340 Sullyfield Cir, Chantilly, VA 20151, USA",TP
SUB001,THE CHARLES MACHINE WORKS INC,"$2,542.50 ",$0.00 ,$0.00 ,"$2,542.50 ",202,THE CHARLES MACHINE WORKS INC,ACCOUNTS PAYABLE,PERRY,OK,73077,USA,sslack,TR01,580-572-2821,580-572-3505,INVOICE@CHARLESMACHINEWORKS.COM,36.2894855,-97.2880983,"Perry, OK 73077, USA",TP
EVO001,EVOLVE HEALTH & PERFORMANCE,"$1,988.25 ",$0.00 ,$0.00 ,"$1,988.25 ",1882,EVOLVE HEALTH & PERFORMANCE,139 East Saint Elmo Rd,Austin,TX,78745,USA,sslack,TR01,410-370-1549,,info@evolvehp.life,30.2165649,-97.7659292,"139 E St Elmo Rd, Austin, TX 78745, USA",TP
DAV002,DAVI AUDIO INC,"$1,935.14 ",$0.00 ,"$1,935.14 ",$0.00 ,2039,DAVI AUDIO INC,1533 Lobelia Drive,Lake Mary,FL,32746,USA,Jlundy,TR04,,,kloe@daviaudio.com,28.76365599999999,-81.342507,"1533 Lobelia Dr, Lake Mary, FL 32746, USA",TP
ALL002,ALLIED MOTION DOTHAN,"$1,925.00 ","$1,925.00 ",$0.00 ,$0.00 ,1158,ALLIED MOTION DOTHAN,3887 NAPIER FIELD RD,DOTHAN,AL,36303,USA,JLundy,TR04,334-983-3542,,INVOICE.DAY@ALLIEDMOTION.COM,31.2821489,-85.4484987,"3887 Napier Field Rd, Dothan, AL 36303, USA",TP
NYX001,NYXOAH SA,"$1,780.00 ",$620.00 ,$0.00 ,"$1,160.00 ",1818,NYXOAH SA,Rue Edouard Belin 12,Belgium,,,Belgium,Dlindstr,IH,972-3-7716955,,ILFINANCE@NYXOAH.COM,50.6584831,4.6282928,"Rue Edouard Belin 12, 1435 Mont-Saint-Guibert, Belgium",TP
NOL001,THE NOLAN COMPANY,"$1,752.00 ",$0.00 ,"$1,752.00 ",$0.00 ,1351,THE NOLAN COMPANY,1016 NINTH STREET SW,CANTON,OH,44707,USA,Jlundy,TR04,330-453-7922,330-453-7449,AP@EVERHARD.COM,40.7922862,-81.3854119,"1016 9th St SW, Canton, OH 44707, USA",TP
COI108,COIN ACCEPTORS INC,"$1,561.56 ","$1,561.56 ",$0.00 ,$0.00 ,275,COIN ACCEPTORS INC,ACCOUNTS PAYABLE,ST LOUIS,MO,63124,USA,sslack,TR01,314-725-0600,314-725-1234,LCONNER@COINCO.COM,38.6418687,-90.3842527,"St. Louis, MO 63124, USA",INJ
SUP001,SUPER TECHNOLOGIES,"$1,512.22 ",$0.00 ,$0.00 ,"$1,512.22 ",205,SUPER TECHNOLOGIES,PLOT NO. 84,SECUNDERABAD,TELANGANA,500 009,India,Dlindstr,IH,+91-40-2775 5249,,ACCOUNTS@SUPERTECHNOLOGIES.NET,17.4477295,78.5157181,"84, Road, Street Number 8, opp. to St Francis school, Trimoorthy Colony, Mahendra Hills, East Marredpally, Secunderabad, Telangana 500026, India",TP
OAK126,OAK RIDGE NATIONAL LABORATORY,"$1,425.00 ",$0.00 ,$0.00 ,"$1,425.00 ",415,OAK RIDGE NATIONAL LABORATORY,PO BOX 2008,Oak Ridge,TN,37381,USA,Jlundy,TR04,865 946 1860,,hillam@ornl.gov,35.6974597,-84.8776392,"WATTS BAR DAM, TN 37381, USA",MISC
IRI001,IRIS POWER,"$1,407.00 ",$630.00 ,$0.00 ,$777.00 ,105,IRIS POWER,3110 AMERICAN DRIVE,MISSISSUAGA,ON,L4V 1T2,Canada,Jlundy,TR04,905-677-4824,905-677-8498,accountspayable.canada@qualitrolcorp.com,43.6908723,-79.6189673,"3110 American Dr, Mississauga, ON L4V 1T2, Canada",TP
KIS001,KISTLER INSTRUMENT CORP,"$1,398.00 ",$0.00 ,$699.00 ,$699.00 ,115,KISTLER INSTRUMENT CORP,75 JOHN GLENN DR,AMHERST,NY,14228,USA,Jlundy,TR04,716-213-5740,716-691-2704,KIC.PAYABLES@KISTLER.COM,43.0319998,-78.807509,"75 John Glenn Dr, Buffalo, NY 14228, USA",TP
WEL142,WELLS VEHICLE ELECTRONICS,"$1,380.00 ",$0.00 ,$460.00 ,$920.00 ,877,WELLS VEHICLE ELECTRONICS,385 W. ROLLING MEADOWS DR,FOND DU LAC,WI,54936,USA,sslack,TR01,(920) 926-6621,,accountspayable@WELLSVE.COM,43.7510928,-88.4689239,"385 W Rolling Meadows Dr, Fond du Lac, WI 54937, USA",TP
MAG006,BUNTING MAGNETICS EUROPE LTD,"$1,306.20 ",$991.20 ,$315.00 ,$0.00 ,236,BUNTING MAGNETICS EUROPE LTD,NORTHBRIDGE ROAD,BERKHAMSTED HERTFORDSHIRE,,HP41EH,United Kingdom,Dlindstr,IH,1.14414E+13,1.14414E+13,,51.76830349999999,-0.58083,"Northbridge Road, Berkhamsted HP4 1EH, UK",TPAV
SLM103,SL MONTEVIDEO TECH INC,"$1,055.22 ",$0.00 ,"$1,055.22 ",$0.00 ,1355,SL MONTEVIDEO TECH INC,8201 109TH ST,PLEASANT PRAIRIE,WI,53158,USA,sslack,TR01,262-947-2220,262-947-2221,judy.harsch@mtimotion.com,42.5164336,-87.9057768,"8201 109th St, Pleasant Prairie, WI 53158, USA",TP
ASS001,ASSOCIATED SOLUTIONS,$970.05 ,$0.00 ,$549.55 ,$420.50 ,9,ASSOCIATED SOLUTIONS,5905 DECATUR BLVD,INDIANAPOLIS,IN,46241,USA,Jlundy,TR04,,,AMHI_Invoicecapture@concursolutions.com,39.67725739999999,-86.2990844,"5905 Decatur Blvd, Indianapolis, IN 46241, USA",TP
ROH001,COSASCO SYSTEMS INC,$962.50 ,$481.25 ,$0.00 ,$481.25 ,185,COSASCO SYSTEMS INC,11841 SMITH AVENUE,SANTA FE SPRINGS,CA,90670,USA,Mac Kern,TR10,562-949-0123,562-949-3065,APTeam@cosasco.com,33.9497757,-118.0773344,"11841 Smith Ave, Santa Fe Springs, CA 90670, USA",TP
LOG001,LOGUS MFG CORP,$870.00 ,$0.00 ,$0.00 ,$870.00 ,122,LOGUS MFG CORP,1711 LONGWOOD RD,WEST PALM BEACH,FL,33409,USA,Jlundy,TR04,561-842-3550,561-842-2196,,26.697824,-80.0768843,"1711 Longwood Rd, West Palm Beach, FL 33409, USA",TP
SUN002,SUNRISE DRILLING SUPPLY INC.,$480.69 ,$0.00 ,$0.00 ,$480.69 ,204,SUNRISE DRILLING SUPPLY INC.,P.O. BOX 21,SYKESVILLE,PA,15865,USA,Jlundy,TR04,814-894-5005,814-894-7978,suzannehaag@sunrisedrillingsupply.com,41.0504203,-78.8224251,"Sykesville, PA 15865, USA",TP
RON129,"RON GLOSSER, INC.",$468.75 ,$468.75 ,$0.00 ,$0.00 ,1557,"RON GLOSSER, INC.",1545 EAST END ROAD,SHIPPENVILLE,PENNSYLVANIA,16254,USA,Jlundy,TR04,814-226-4264,,,41.1900523,-79.4596223,"1545 East End Rd, Shippenville, PA 16254, USA",TP
ONS001,Onset Computer,$455.00 ,$455.00 ,$0.00 ,$0.00 ,1460,Onset Computer,470 MacArthur Blvd.,Bourne,MA,2532,USA,Jlundy,TR04,508-759-9500,508-759-5349,APinvoices@onsetcomp.com,41.7103799,-70.585011,"470 MacArthur Blvd, Bourne, MA 02532, USA",TP
PER003,PERTECH INDUSTRIES INC,$453.70 ,$0.00 ,$0.00 ,$453.70 ,169,PERTECH INDUSTRIES INC,860 COLLEGE VIEW DRIVE,RIVERTON,WY,82501,USA,Mac Kern,TR10,307-856-4821,307-856-5020,LOU.STIMMEL@PERTECHINDUSTRIES.COM,43.0326534,-108.4219718,"860 College View Dr, Riverton, WY 82501, USA",TP
PEN213,PENN STATE UNIVERSITY,$451.30 ,$0.00 ,$451.30 ,$0.00 ,1018,PENN STATE UNIVERSITY,"Barbara Baker, RM C4864",Hershey,PA,17033,USA,JLundy,TR04,717-531-6228,,BBAKER7@PENNSTATEHEALTH.PSU.EDU,40.2713328,-76.6297189,"Hershey, PA 17033, USA",TP
ZIP100,ZIPPO MANUFACTURING,$450.00 ,$450.00 ,$0.00 ,$0.00 ,1088,ZIPPO MANUFACTURING,33 BARBOUR ST,BRADFORD,PA,16701,USA,Jlundy,TR04,,,,41.9561071,-78.652728,"33 Barbour St, Bradford, PA 16701, USA",B10
WAR001,WARING PRODUCTS (A DIVISION OF CONAIR CORP),$450.00 ,$450.00 ,$0.00 ,$0.00 ,1389,WARING PRODUCTS (A DIVISION OF CONAIR CORP),314 ELLA T. GRASSO AVE,TORRINGTON,CT,6790,USA,Jlundy,TR04,(860) 496-3100,,accounts_payable@conair.com,41.868458,-73.0720428,"314 Ella Grasso Ave, Torrington, CT 06790, USA",TP
LEE120,"LEE CONCEPTS, LLC",$450.00 ,$0.00 ,$0.00 ,$450.00 ,1562,"LEE CONCEPTS, LLC",124 KIRKWOOD DRIVE,EAST AURORA,NEW YORK,14052,USA,Jlundy,TR04,,,roger.bantle@lee-concepts.com,42.7763394,-78.6160499,"124 Kirkwood Dr, East Aurora, NY 14052, USA",TP
LAS001,LASER COMPONENTS DG,$450.00 ,$450.00 ,$0.00 ,$0.00 ,1923,LASER COMPONENTS DG,2277 N Nevada St,Chandler,AZ,85225,USA,Mac Kern,TR10,,,cbrown@laser-components.com,33.3392996,-111.8350831,"2277 N Nevada St, Chandler, AZ 85225, USA",TP
PEL001,PELOTON INTERACTIVE INC,$450.00 ,$0.00 ,$0.00 ,$450.00 ,2027,PELOTON INTERACTIVE INC,13975 Blaisdell Pl,Poway,CA,92064,USA,Mac Kern,TR04,,,invoices@onepeloton.com,32.9400657,-117.0306114,"13975 Blaisdell Pl, Poway, CA 92064, USA",TP
